ClockPeriod,InputDelay,OutputDelay,Area,Power,Time
50,0.7,0.2,196,2635.134,2837
50,0.7,0.3,196,2635.134,2837
50,0.7,0.4,196,2635.134,2837
50,0.7,0.5,196,2635.134,2837
50,0.7,0.6,196,2635.134,2837
50,0.7,0.7,196,2635.134,2837
50,0.7,0.8,196,2635.134,2837
50,0.7,0.9,196,2635.134,2837
50,0.7,1,196,2635.134,2837
50,0.8,0.1,196,2635.134,2937
50,0.8,0.2,196,2635.134,2937
50,0.8,0.3,196,2635.134,2937
50,0.8,0.4,196,2635.134,2937
50,0.8,0.5,196,2635.134,2937
50,0.8,0.6,196,2635.134,2937
50,0.8,0.7,196,2635.134,2937
50,0.8,0.8,196,2635.134,2937
50,0.8,0.9,196,2635.134,2937
50,0.8,1,196,2635.134,2937
50,0.9,0.1,196,2635.134,3037
50,0.9,0.2,196,2635.134,3037
50,0.9,0.3,196,2635.134,3037
50,0.9,0.4,196,2635.134,3037
50,0.9,0.5,196,2635.134,3037
50,0.9,0.6,196,2635.134,3037
50,0.9,0.7,196,2635.134,3037
50,0.9,0.8,196,2635.134,3037
50,0.9,0.9,196,2635.134,3037
50,0.9,1,196,2635.134,3037
50,1,0.1,196,2635.134,3137
50,1,0.2,196,2635.134,3137
50,1,0.3,196,2635.134,3137
50,1,0.4,196,2635.134,3137
50,1,0.5,196,2635.134,3137
50,1,0.6,196,2635.134,3137
50,1,0.7,196,2635.134,3137
50,1,0.8,196,2635.134,3137
50,1,0.9,196,2635.134,3137
50,1,1,196,2635.134,3137
5,0.1,0.1,196,9522.697,2237
5,0.1,0.2,196,9522.697,2237
5,0.1,0.3,196,9522.697,2237
5,0.1,0.4,196,9522.697,2237
5,0.1,0.5,196,9522.697,2237
5,0.1,0.6,196,9522.697,2237
5,0.1,0.7,196,9522.697,2237
5,0.1,0.8,196,9522.697,2237
5,0.1,0.9,196,9522.697,2237
5,0.1,1,196,9522.697,2237
5,0.2,0.1,196,9522.697,2337
5,0.2,0.2,196,9522.697,2337
5,0.2,0.3,196,9522.697,2337
5,0.2,0.4,196,9522.697,2337
5,0.2,0.5,196,9522.697,2337
5,0.2,0.6,196,9522.697,2337
5,0.2,0.7,196,9522.697,2337
5,0.2,0.8,196,9522.697,2337
5,0.2,0.9,196,9522.697,2337
5,0.2,1,196,9522.697,2337
5,0.3,0.1,196,9522.697,2437
5,0.3,0.2,196,9522.697,2437
5,0.3,0.3,196,9522.697,2437
5,0.3,0.4,196,9522.697,2437
5,0.3,0.5,196,9522.697,2437
5,0.3,0.6,196,9522.697,2437
5,0.3,0.7,196,9522.697,2437
5,0.3,0.8,196,9522.697,2437
5,0.3,0.9,196,9522.697,2437
5,0.3,1,196,9522.697,2437
5,0.4,0.1,196,9522.697,2537
5,0.4,0.2,196,9522.697,2537
5,0.4,0.3,196,9522.697,2537
5,0.4,0.4,196,9522.697,2537
5,0.4,0.5,196,9522.697,2537
5,0.4,0.6,196,9522.697,2537
5,0.4,0.7,196,9522.697,2537
5,0.4,0.8,196,9522.697,2537
5,0.4,0.9,196,9522.697,2537
5,0.4,1,196,9522.697,2537
5,0.5,0.1,196,9522.697,2637
5,0.5,0.2,196,9522.697,2637
5,0.5,0.3,196,9522.697,2637
5,0.5,0.4,196,9522.697,2637
5,0.5,0.5,196,9522.697,2637
5,0.5,0.6,196,9522.697,2637
5,0.5,0.7,196,9522.697,2637
5,0.5,0.8,196,9522.697,2637
5,0.5,0.9,196,9522.697,2637
5,0.5,1,196,9522.697,2637
5,0.6,0.1,196,9522.697,2737
5,0.6,0.2,196,9522.697,2737
5,0.6,0.3,196,9522.697,2737
5,0.6,0.4,196,9522.697,2737
5,0.6,0.5,196,9522.697,2737
5,0.6,0.6,196,9522.697,2737
5,0.6,0.7,196,9522.697,2737
5,0.6,0.8,196,9522.697,2737
5,0.6,0.9,196,9522.697,2737
5,0.6,1,196,9522.697,2737
5,0.7,0.1,196,9522.697,2837
5,0.7,0.2,196,9522.697,2837
5,0.7,0.3,196,9522.697,2837
5,0.7,0.4,196,9522.697,2837
5,0.7,0.5,196,9522.697,2837
5,0.7,0.6,196,9522.697,2837
5,0.7,0.7,196,9522.697,2837
5,0.7,0.8,196,9522.697,2837
5,0.7,0.9,196,9522.697,2837
5,0.7,1,196,9522.697,2837
5,0.8,0.1,196,9522.697,2937
5,0.8,0.2,196,9522.697,2937
5,0.8,0.3,196,9522.697,2937
5,0.8,0.4,196,9522.697,2937
5,0.8,0.5,196,9522.697,2937
5,0.8,0.6,196,9522.697,2937
5,0.8,0.7,196,9522.697,2937
5,0.8,0.8,196,9522.697,2937
5,0.8,0.9,196,9522.697,2937
5,0.8,1,196,9522.697,2937
5,0.9,0.1,196,9522.697,3037
5,0.9,0.2,196,9522.697,3037
5,0.9,0.3,196,9522.697,3037
5,0.9,0.4,196,9522.697,3037
5,0.9,0.5,196,9522.697,3037
5,0.9,0.6,196,9522.697,3037
5,0.9,0.7,196,9522.697,3037
5,0.9,0.8,196,9522.697,3037
5,0.9,0.9,196,9522.697,3037
5,0.9,1,196,9522.697,3037
5,1,0.1,196,9522.697,3137
5,1,0.2,196,9522.697,3137
5,1,0.3,196,9522.697,3137
5,1,0.4,196,9522.697,3137
5,1,0.5,196,9522.697,3137
5,1,0.6,196,9522.697,3137
5,1,0.7,196,9522.697,3137
